sentence1,sentence2,score,source,pair_type,topic,split
Denizli'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Denizli'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.825683,synthetic,paraphrase,asayis,train
Muğla'da çıkan yangın itfaiye ekiplerince söndürüldü.,Rusya'de meydana gelen depremde maddi hasar oluştu.,0.351975,synthetic,unrelated,asayis|dunya,train
İstanbul'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,İstanbul beklenenden daha sıcak bir güne uyandı.,0.681883,synthetic,paraphrase,hava,train
Meteoroloji Samsun için kuvvetli yağış uyarısı yaptı.,"Kayserispor, sahasında Samsunspor'yi 2-3 mağlup etti.",0.304211,synthetic,unrelated,hava|spor,train
Teknoloji şirketi yeni yapay zeka modeli tanıttı.,"genç oyuncu, Adana'da tatilde görüntülendi.",0.056665,synthetic,unrelated,teknoloji|magazin,train
İstanbul'da iki aracın çarpışması sonucu 5 kişi yaralandı.,İstanbul'daki trafik kazasında 5 kişi yaralı kurtuldu.,0.904402,synthetic,paraphrase,asayis,train
Merkez Bankası politika faizini sabit tuttu.,Borsa İstanbul günü yüzde 27 değişimle kapattı.,0.190138,synthetic,related,ekonomi,train
Yunanistan'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Yunanistan halkı sandık başına giderek yeni yönetimini seçti.,0.63511,synthetic,paraphrase,dunya,train
Trabzon'da meydana gelen trafik kazasında 3 kişi yaralandı.,Merkez Bankası politika faizini sabit tuttu.,0.051117,synthetic,unrelated,asayis|ekonomi,train
Fransa'de meydana gelen depremde maddi hasar oluştu.,Borsa İstanbul günü yüzde 21 değişimle kapattı.,0.189909,synthetic,unrelated,dunya|ekonomi,train
Trabzonspor teknik direktörüyle yollarını ayırdı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.096512,synthetic,unrelated,spor|saglik,train
Meteoroloji Denizli için kuvvetli yağış uyarısı yaptı.,Meteoroloji Aydın için kuvvetli yağış uyarısı yaptı.,0.725458,synthetic,related,hava,train
Cumhurbaşkanı Çin'e resmi ziyarette bulundu.,Muğla'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.154483,synthetic,unrelated,siyaset|asayis,train
Eskişehir'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Eskişehir'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.825755,synthetic,paraphrase,asayis,train
Diyarbakır'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Rusya'de meydana gelen depremde maddi hasar oluştu.,0.183904,synthetic,unrelated,asayis|dunya,train
Merkez Bankası politika faizini sabit tuttu.,Peynir fiyatları son bir ayda yüzde 11 arttı.,0.16743,synthetic,related,ekonomi,train
"Galatasaray, Rizespor karşısında sahadan 1-2 galip ayrıldı.",Galatasaray evinde Rizespor'yi 1-2'lik skorla yendi.,0.853051,synthetic,paraphrase,spor,train
Borsa İstanbul günü yüzde 33 değişimle kapattı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.13441,synthetic,unrelated,ekonomi|saglik,train
Hatayspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Almanya'de yapılan seçimleri muhalefet kazandı.,0.061865,synthetic,unrelated,spor|dunya,train
İzmir'da meydana gelen trafik kazasında 2 kişi yaralandı.,Bolu'a mevsimin ilk karı düştü.,0.229908,synthetic,unrelated,asayis|hava,train
Cumhurbaşkanı İngiltere'e resmi ziyarette bulundu.,Sakarya'a mevsimin ilk karı düştü.,0.123633,synthetic,unrelated,siyaset|hava,train
koalisyon ortağı yeni yasa teklifini meclise sundu.,İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.423544,synthetic,related,siyaset,train
Dolar kuru güne yüzde 29 yükselişle başladı.,Borsa İstanbul günü yüzde 11 değişimle kapattı.,0.272217,synthetic,related,ekonomi,train
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Ankara'a mevsimin ilk karı düştü.,0.118337,synthetic,unrelated,saglik|hava,train
ünlü oyuncu eşinden boşandığını duyurdu.,Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,0.106741,synthetic,unrelated,magazin|teknoloji,train
Sakarya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Galatasaray teknik direktörüyle yollarını ayırdı.,0.14455,synthetic,unrelated,asayis|spor,train
Teknoloji şirketi yeni sohbet robotu tanıttı.,İçişleri Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.312597,synthetic,unrelated,teknoloji|siyaset,train
Yıllık enflasyon yüzde 1 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 1 olarak duyurdu.,0.941156,synthetic,paraphrase,ekonomi,train
Diyarbakır'da çıkan yangın itfaiye ekiplerince söndürüldü.,popüler sunucu eşinden boşandığını duyurdu.,0.176609,synthetic,unrelated,asayis|magazin,train
Hollanda iklim zirvesine ev sahipliği yapıyor.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.042114,synthetic,unrelated,dunya|teknoloji,train
Yıllık enflasyon yüzde 40 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 40 olarak duyurdu.,0.959188,synthetic,paraphrase,ekonomi,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,İngiltere'de meydana gelen depremde maddi hasar oluştu.,0.058355,synthetic,unrelated,teknoloji|dunya,train
Bursa'da çıkan yangın itfaiye ekiplerince söndürüldü.,popüler sunucu sürpriz bir törenle dünyaevine girdi.,0.173346,synthetic,unrelated,asayis|magazin,train
"Fenerbahçe, Beşiktaş karşısında sahadan 4-2 galip ayrıldı.",Fenerbahçe evinde Beşiktaş'yi 4-2'lik skorla yendi.,0.847986,synthetic,paraphrase,spor,train
Muğla'da çıkan yangın itfaiye ekiplerince söndürüldü.,İzmir'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.298943,synthetic,related,asayis,train
Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Cumhurbaşkanı Rusya'e resmi ziyarette bulundu.,0.174268,synthetic,related,siyaset,train
sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.181647,synthetic,unrelated,magazin|siyaset,train
Çin iklim zirvesine ev sahipliği yapıyor.,Uzmanlar kızamık vakalarındaki artışa dikkat çekti.,0.230209,synthetic,unrelated,dunya|saglik,train
"Göztepe, sahasında Sivasspor'yi 2-3 mağlup etti.",Aydın'da meydana gelen trafik kazasında 2 kişi yaralandı.,0.265394,synthetic,unrelated,spor|asayis,train
ünlü oyuncu yeni projesiyle ekranlara dönüyor.,Meteoroloji Antalya için kuvvetli yağış uyarısı yaptı.,0.098558,synthetic,unrelated,magazin|hava,train
Denizli'da sıcaklık 44 dereceye ulaştı.,İspanya'de meydana gelen depremde maddi hasar oluştu.,0.182073,synthetic,unrelated,hava|dunya,train
"Kasımpaşa, sahasında Samsunspor'yi 0-3 mağlup etti.","Rizespor, yıldız futbolcuyla sözleşme yeniledi.",0.120951,synthetic,related,spor,train
Ünlü oyuncu yeni bir aşka yelken açtı.,Ünlü oyuncu yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.867985,synthetic,paraphrase,magazin,train
Popüler sunucu eşiyle Adana'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Adana tatilinden kareler paylaşıldı.,0.962785,synthetic,paraphrase,magazin,train
Bursa'da sıcaklık 39 dereceye ulaştı.,İngiltere iklim zirvesine ev sahipliği yapıyor.,0.321707,synthetic,unrelated,hava|dunya,train
"genç oyuncu, Diyarbakır'da tatilde görüntülendi.",Merkez Bankası politika faizini sabit tuttu.,0.09231,synthetic,unrelated,magazin|ekonomi,train
Liderler Almanya'de düzenlenen zirvede bir araya geldi.,Almanya'deki zirvede liderler önemli konuları görüştü.,0.818521,synthetic,paraphrase,siyaset,train
ünlü model yeni projesiyle ekranlara dönüyor.,Japonya iklim zirvesine ev sahipliği yapıyor.,0.109043,synthetic,unrelated,magazin|dunya,train
"Göztepe, Başakşehir karşısında sahadan 3-1 galip ayrıldı.",Göztepe evinde Başakşehir'yi 3-1'lik skorla yendi.,0.8795,synthetic,paraphrase,spor,train
Rusya'de yapılan seçimleri muhalefet kazandı.,Uzmanlar yüksek tansiyon vakalarındaki artışa dikkat çekti.,0.2127,synthetic,unrelated,dunya|saglik,train
Denizli'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Denizli beklenenden daha sıcak bir güne uyandı.,0.634472,synthetic,paraphrase,hava,train
İzmir'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,İzmir beklenenden daha sıcak bir güne uyandı.,0.715502,synthetic,paraphrase,hava,train
İtalya'de yapılan seçimleri muhalefet kazandı.,Konya'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.16791,synthetic,unrelated,dunya|asayis,train
"Galatasaray, yıldız futbolcuyla sözleşme yeniledi.",usta oyuncu yeni projesiyle ekranlara dönüyor.,0.347303,synthetic,unrelated,spor|magazin,train
"Bodrum FK, Gaziantep FK karşısında sahadan 1-1 galip ayrıldı.",Bodrum FK evinde Gaziantep FK'yi 1-1'lik skorla yendi.,0.904612,synthetic,paraphrase,spor,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Hazine ve Maliye Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.173811,synthetic,unrelated,teknoloji|siyaset,train
Borsa İstanbul günü yüzde 17 değişimle kapattı.,Uzmanlar migren vakalarındaki artışa dikkat çekti.,0.185253,synthetic,unrelated,ekonomi|saglik,train
Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.389146,synthetic,related,teknoloji,train
İtalya iklim zirvesine ev sahipliği yapıyor.,"Sivasspor, sahasında Trabzonspor'yi 3-0 mağlup etti.",0.026558,synthetic,unrelated,dunya|spor,train
"Antalyaspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Antalyaspor sezonu zirvede bitirip şampiyon oldu.,0.909734,synthetic,paraphrase,spor,train
İspanya'de yapılan seçimleri muhalefet kazandı.,Dolar kuru güne yüzde 22 yükselişle başladı.,0.141894,synthetic,unrelated,dunya|ekonomi,train
"Trabzonspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Trabzonspor sezonu zirvede bitirip şampiyon oldu.,0.903794,synthetic,paraphrase,spor,train
Merkez Bankası politika faizini sabit tuttu.,"ünlü model, Gaziantep'da tatilde görüntülendi.",0.12151,synthetic,unrelated,ekonomi|magazin,train
Mersin'da sıcaklık 41 dereceye ulaştı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.111981,synthetic,unrelated,hava|saglik,train
Aydın'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,"fenomen isim, Sakarya'da tatilde görüntülendi.",0.181432,synthetic,unrelated,asayis|magazin,train
Ankara'da iki aracın çarpışması sonucu 3 kişi yaralandı.,Ankara'daki trafik kazasında 3 kişi yaralı kurtuldu.,0.907712,synthetic,paraphrase,asayis,train
Merkez Bankası politika faizini sabit tuttu.,Hazine ve Maliye Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.201607,synthetic,unrelated,ekonomi|siyaset,train
Gaziantep'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.180979,synthetic,unrelated,asayis|saglik,train
"Rizespor, Adana Demirspor karşısında sahadan 2-2 galip ayrıldı.",Rizespor evinde Adana Demirspor'yi 2-2'lik skorla yendi.,0.903421,synthetic,paraphrase,spor,train
Genç oyuncu sevgilisiyle nişanlandı.,Genç oyuncu mutlu haberi nişan yüzükleriyle duyurdu.,0.704102,synthetic,paraphrase,magazin,train
Sevilen komedyen sevgilisiyle nişanlandı.,Sevilen komedyen mutlu haberi nişan yüzükleriyle duyurdu.,0.786364,synthetic,paraphrase,magazin,train
"Eyüpspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Eyüpspor sezonu zirvede bitirip şampiyon oldu.,0.89767,synthetic,paraphrase,spor,train
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Dolar kuru güne yüzde 32 yükselişle başladı.,0.229231,synthetic,unrelated,saglik|ekonomi,train
Adana'da iki aracın çarpışması sonucu 2 kişi yaralandı.,Adana'daki trafik kazasında 2 kişi yaralı kurtuldu.,0.895285,synthetic,paraphrase,asayis,train
Trabzonspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Kayseri'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.158788,synthetic,unrelated,spor|asayis,train
Gaziantep'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Gaziantep beklenenden daha sıcak bir güne uyandı.,0.717685,synthetic,paraphrase,hava,train
Eskişehir'a mevsimin ilk karı düştü.,Ankara'a mevsimin ilk karı düştü.,0.727224,synthetic,related,hava,train
"Gaziantep FK, Samsunspor karşısında sahadan 4-2 galip ayrıldı.",Gaziantep FK evinde Samsunspor'yi 4-2'lik skorla yendi.,0.885309,synthetic,paraphrase,spor,train
"Trabzonspor, yıldız futbolcuyla sözleşme yeniledi.",Enerji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.133356,synthetic,unrelated,spor|siyaset,train
Ödüllü yönetmen eşiyle Kayseri'da tatil yaparken görüntülendi.,Ödüllü yönetmen ve eşinin Kayseri tatilinden kareler paylaşıldı.,0.958363,synthetic,paraphrase,magazin,train
Cumhurbaşkanı Rusya'e resmi ziyarette bulundu.,Tarım ve Orman Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.134638,synthetic,related,siyaset,train
Çin iklim zirvesine ev sahipliği yapıyor.,ana muhalefet partisi yeni yasa teklifini meclise sundu.,0.003236,synthetic,unrelated,dunya|siyaset,train
Çin'de yapılan seçimleri muhalefet kazandı.,Rusya iklim zirvesine ev sahipliği yapıyor.,0.131455,synthetic,related,dunya,train
Cumhurbaşkanı İspanya'e resmi ziyarette bulundu.,Çin'de yapılan seçimleri muhalefet kazandı.,0.123368,synthetic,unrelated,siyaset|dunya,train
Fenomen isim eşiyle Adana'da tatil yaparken görüntülendi.,Fenomen isim ve eşinin Adana tatilinden kareler paylaşıldı.,0.937444,synthetic,paraphrase,magazin,train
Adana Demirspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,-0.002094,synthetic,unrelated,spor|teknoloji,train
Borsa İstanbul günü yüzde 16 değişimle kapattı.,"ünlü sunucu, Denizli'da tatilde görüntülendi.",0.110396,synthetic,unrelated,ekonomi|magazin,train
Cumhurbaşkanı ABD'e resmi ziyarette bulundu.,Cumhurbaşkanı İngiltere'e resmi ziyarette bulundu.,0.794352,synthetic,related,siyaset,train
Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,Meteoroloji Kayseri için kuvvetli yağış uyarısı yaptı.,0.176097,synthetic,unrelated,teknoloji|hava,train
Yıllık enflasyon yüzde 22 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 22 olarak duyurdu.,0.949323,synthetic,paraphrase,ekonomi,train
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,0.852755,synthetic,related,teknoloji,train
Konya'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Konya'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.893579,synthetic,paraphrase,asayis,train
"Fenerbahçe, yıldız futbolcuyla sözleşme yeniledi.",Meteoroloji Ankara için kuvvetli yağış uyarısı yaptı.,0.10245,synthetic,unrelated,spor|hava,train
Uzmanlar kızamık vakalarındaki artışa dikkat çekti.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.395649,synthetic,related,saglik,train
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Teknoloji şirketi yeni yapay zeka modeli tanıttı.,0.655165,synthetic,related,teknoloji,train
Teknoloji şirketi yeni işletim sistemi tanıttı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.365636,synthetic,related,teknoloji,train
"genç oyuncu, Denizli'da tatilde görüntülendi.",Merkez Bankası politika faizini sabit tuttu.,0.122023,synthetic,unrelated,magazin|ekonomi,train
Mersin'da sıcaklık 41 dereceye ulaştı.,Samsun'a mevsimin ilk karı düştü.,0.206565,synthetic,related,hava,train
Usta oyuncu eşiyle Mersin'da tatil yaparken görüntülendi.,Usta oyuncu ve eşinin Mersin tatilinden kareler paylaşıldı.,0.957383,synthetic,paraphrase,magazin,train
Kayserispor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Enerji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,-0.032532,synthetic,unrelated,spor|siyaset,train
Teknoloji şirketi yeni akıllı telefon tanıttı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.145304,synthetic,unrelated,teknoloji|saglik,train
"Samsunspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Samsunspor sezonu zirvede bitirip şampiyon oldu.,0.906552,synthetic,paraphrase,spor,train
